,stop_id,on_street,cross_street,routes,boardings,alightings,location
5920,8237,WESTERN,JACKSON,49,142.2,146.1,"(41.87767083, -87.68648912)"
5921,8239,WESTERN,BLUE LINE (FOREST PARK),49,488.0,276.7,"(41.875551, -87.686437)"
5922,8245,WESTERN,14TH STREET,49,7.9,20.7,"(41.86280346, -87.68608547)"
5923,8249,WESTERN,18TH STREET (south leg),49,17.6,43.7,"(41.85705864, -87.6859293)"
5924,8250,WESTERN,19TH STREET,49,26.3,40.6,"(41.85579208, -87.68587322)"
5925,8255,WESTERN,24TH STREET,49,87.7,67.8,"(41.84848433, -87.68566209)"
5926,8256,WESTERN,25TH STREET,49,36.5,52.6,"(41.84668737, -87.68562261)"
5927,8257,WESTERN,26TH STREET,49,232.6,158.3,"(41.84490973, -87.68559876)"
5928,8258,WESTERN,27TH STREET,49,28.6,29.1,"(41.84334169, -87.68545087)"
5929,8259,WESTERN,28TH STREET,49,102.2,43.7,"(41.841226, -87.685358)"
5930,8260,WESTERN,31ST STREET,49,14.8,11.6,"(41.83911, -87.68529)"
5931,8262,WESTERN,33RD STREET,49,5.0,23.3,"(41.83389866, -87.68501382)"
5932,8263,WESTERN,34TH STREET,49,8.6,35.4,"(41.832164, -87.685206)"
5933,8264,WESTERN,35TH STREET,49,66.9,123.4,"(41.83039914, -87.6851459)"
5934,8265,WESTERN,36TH STREET,49,8.2,35.2,"(41.828562, -87.68507)"
5935,8268,WESTERN,40TH STREET,49,14.3,32.0,"(41.821187, -87.684847)"
5936,8269,WESTERN,4102 SOUTH,49,15.6,11.1,"(41.819293, -87.684795)"
5937,8270,WESTERN,42ND STREET,49,31.3,53.2,"(41.817568, -87.684823)"
5938,8271,WESTERN,43RD STREET,49,69.6,75.6,"(41.815785, -87.684782)"
5939,8272,WESTERN,44TH STREET,49,26.0,61.1,"(41.813947, -87.68474)"
5940,8274,WESTERN,46TH STREET,49,23.9,68.5,"(41.810317, -87.684627)"
5941,8275,WESTERN,47TH STREET,49,299.0,449.7,"(41.80849164, -87.6844871)"
5942,8276,WESTERN,48TH STREET,"48,49,94",33.4,34.9,"(41.806683, -87.684514)"
5943,8278,WESTERN,50TH STREET,"49,94",12.0,24.8,"(41.803049, -87.68436)"
5944,8279,WESTERN,51ST STREET,"49,94",140.5,265.2,"(41.80128821, -87.68432945)"
5945,8280,WESTERN,52ND STREET,49,7.9,37.4,"(41.7994183, -87.6842585)"
5946,8281,WESTERN,53RD STREET,49,41.5,87.9,"(41.79759785, -87.68423384)"
5947,8282,WESTERN,54TH STREET,49,40.1,86.3,"(41.79532544, -87.68417417)"
5948,8283,WESTERN,55TH STREET/GARFIELD,49,217.9,259.5,"(41.79399659, -87.6841763)"
5949,8284,WESTERN,56TH STREET (south leg),49,52.9,44.1,"(41.79237264, -87.68401256)"
5950,8286,WESTERN,58TH STREET,49,15.5,61.5,"(41.78844364, -87.68394955)"
5951,8288,WESTERN,60TH STREET,49,21.6,52.8,"(41.78487101, -87.68390448)"
5952,8289,WESTERN,61ST STREET,49,79.1,137.5,"(41.78303101, -87.68387747)"
5953,8290,WESTERN,62ND STREET,49,71.0,177.9,"(41.78122401, -87.68384647)"
5954,8292,WESTERN,64TH STREET,49,43.8,66.3,"(41.777501, -87.683613)"
5955,8294,WESTERN,66TH STREET,49,36.6,121.4,"(41.773854, -87.683522)"
5956,8296,WESTERN,68TH STREET,49,27.2,157.1,"(41.770223, -87.683432)"
5957,8298,WESTERN,70TH STREET,"49,67",23.8,83.0,"(41.766611, -87.683344)"
5958,8299,WESTERN,71ST STREET,"49,67",304.3,485.3,"(41.764783, -87.683298)"
5959,8300,WESTERN,72ND STREET,49,30.9,81.8,"(41.76295, -87.683256)"
5960,8302,WESTERN,COLUMBUS,49,37.2,80.2,"(41.75882727, -87.6832268)"
5961,8303,WESTERN,7521 SOUTH,49,3.2,11.7,"(41.75706164, -87.6831165)"
5962,8304,WESTERN,76TH STREET (south leg),49,5.4,9.9,"(41.75554513, -87.6830757)"
5963,8305,WESTERN,77TH STREET,49,1.7,11.8,"(41.75385713, -87.6830307)"
5964,8306,WESTERN,78TH STREET,49,1.0,82.3,"(41.75200813, -87.6829757)"
5965,8307,79TH & WESTERN,TERMINAL (North bay),49,1538.9,1401.3,"(41.75073303, -87.68263576)"
5966,8308,WESTERN,78TH STREET,49,29.3,1.4,"(41.751856, -87.682808)"
5967,8309,WESTERN,77TH STREET,49,21.0,4.6,"(41.753692, -87.682863)"
5968,8313,WESTERN,73RD STREET,49,104.5,58.7,"(41.76095498, -87.68301522)"
5969,8314,WESTERN,72ND STREET,49,78.6,38.6,"(41.762785, -87.683111)"
5970,8315,WESTERN,71ST STREET,49,338.8,128.2,"(41.764618, -87.683153)"
5971,8316,WESTERN,70TH STREET,"49,67",91.8,28.1,"(41.766445, -87.683199)"
5972,8317,WESTERN,69TH STREET,"49,67",816.6,238.4,"(41.76822045, -87.68320658)"
5973,8318,WESTERN,68TH STREET,49,101.9,37.4,"(41.770058, -87.683287)"
5974,8319,WESTERN,MARQUETTE RD,49,254.0,108.1,"(41.7718735, -87.68331275)"
5975,8320,WESTERN,66TH STREET,49,80.6,47.3,"(41.773688, -87.683377)"
5976,8321,WESTERN,65TH STREET,49,139.8,96.5,"(41.775523, -87.683422)"
5977,8322,WESTERN,64TH STREET,49,43.3,41.4,"(41.777336, -87.683468)"
5978,8323,WESTERN,63RD STREET,49,457.8,488.0,"(41.77903606, -87.68342317)"
5979,8324,WESTERN,62ND STREET,49,123.9,70.8,"(41.780983, -87.683521)"
5980,8326,WESTERN,60TH STREET,49,36.4,36.9,"(41.78466904, -87.68364465)"
5981,8328,WESTERN,58TH STREET,49,21.9,21.3,"(41.78827864, -87.68380455)"
5982,8330,WESTERN,56TH STREET (north leg),49,36.5,68.0,"(41.79220664, -87.68386756)"
5983,8331,WESTERN,GARFIELD (n.leg)/55TH ST.,49,264.9,226.2,"(41.79373267, -87.68389977)"
5984,8332,WESTERN,54TH STREET,49,64.7,34.0,"(41.79550092, -87.68398186)"
5985,8334,WESTERN,52ND STREET,49,14.4,14.8,"(41.79934389, -87.68403737)"
5986,8336,WESTERN,50TH STREET,"49,94",14.1,46.5,"(41.80290544, -87.68417124)"
5987,8337,WESTERN,ORANGE LINE STATION,94,433.9,625.1,"(41.8053388, -87.68413531)"
5988,8338,WESTERN,48TH STREET,"48,49,94",30.4,17.5,"(41.80658157, -87.68429499)"
5989,8339,WESTERN,47TH STREET,"48,49",407.7,307.4,"(41.80834544, -87.68432711)"
5990,8340,WESTERN,46TH STREET,49,32.9,27.7,"(41.8102489, -87.68440465)"
5991,8342,WESTERN,44TH STREET,49,37.7,42.8,"(41.81375043, -87.68448567)"
5992,8344,WESTERN,42ND STREET,49,32.9,39.6,"(41.81737043, -87.68456866)"
5993,8345,WESTERN,4102 SOUTH,49,14.8,14.9,"(41.81917943, -87.68468666)"
5994,8346,WESTERN,40TH STREET,49,29.5,16.5,"(41.82094143, -87.68457466)"
5995,8347,WESTERN,PERSHING,49,26.8,49.5,"(41.82289571, -87.68471344)"
5996,8349,WESTERN,36TH STREET,49,5.6,6.0,"(41.82837657, -87.68493177)"
5997,8350,WESTERN,35TH STREET,49,102.2,52.4,"(41.83017702, -87.68492089)"
5998,8351,WESTERN,34TH STREET,49,27.8,16.9,"(41.83204151, -87.68496738)"
5999,8352,WESTERN,3225 SOUTH,49,15.8,8.1,"(41.83485694, -87.6843702)"
6000,8353,WESTERN,31ST STREET,49,12.9,34.9,"(41.839096, -87.685143)"
6001,8354,WESTERN,28TH STREET,49,51.8,104.7,"(41.841074, -87.685213)"
6002,8355,WESTERN,27TH STREET,49,11.2,21.6,"(41.84332731, -87.68523791)"
6003,8356,WESTERN,26TH STREET,49,112.3,252.4,"(41.84521947, -87.68531608)"
6004,8357,WESTERN,25TH STREET,49,39.0,38.5,"(41.846521, -87.685412)"
6005,8359,WESTERN,23RD STREET,49,33.5,45.9,"(41.850123, -87.685512)"
6006,8360,WESTERN,CERMAK,49,319.5,317.4,"(41.85191536, -87.68551414)"
6007,8362,WESTERN,PINK LINE STATION,49,273.9,285.4,"(41.854328, -87.685596)"
6008,8363,WESTERN,19TH STREET,49,20.3,18.1,"(41.85560581, -87.68560684)"
6009,8364,WESTERN,betw. 18TH PLACE & 18TH S,49,50.4,37.6,"(41.85688674, -87.68564073)"
6010,8365,WESTERN,17TH STREET,49,13.1,12.9,"(41.85832281, -87.68563245)"
6011,8367,WESTERN,15TH STREET,49,5.9,8.9,"(41.86118512, -87.68575526)"
6012,8368,WESTERN,14TH STREET,49,5.5,13.8,"(41.862912, -87.685856)"
6013,8371,WESTERN,POLK (south leg),49,92.5,66.6,"(41.8711299, -87.68601248)"
6014,8373,WESTERN,HARRISON,49,125.8,111.1,"(41.87375598, -87.68610785)"
6015,8375,WESTERN,VAN BUREN,49,196.7,369.3,"(41.87602026, -87.6860591)"
6016,8378,WESTERN,MONROE (south leg),49,38.7,28.7,"(41.8797555, -87.68626552)"
6017,8379,WESTERN,MADISON,49,303.4,326.0,"(41.88105086, -87.68630002)"
6018,8381,WESTERN,WASHINGTON,49,103.2,97.1,"(41.882909, -87.686396)"
6019,8383,WESTERN,FULTON,49,53.4,34.7,"(41.88668526, -87.68647356)"
6020,8384,WESTERN,HUBBARD,49,72.2,75.6,"(41.889482, -87.686583)"
6021,8385,WESTERN,GRAND,49,110.3,110.1,"(41.89087135, -87.68657188)"
6022,8386,WESTERN,OHIO,49,27.2,12.1,"(41.89228, -87.686656)"
6023,8387,WESTERN,HURON,49,18.3,9.4,"(41.893835, -87.686713)"
6024,8388,WESTERN,CHICAGO,49,422.2,351.8,"(41.8956347, -87.68670599)"
6025,8389,WESTERN,IOWA,49,113.7,38.5,"(41.897844, -87.68674153)"
6026,8390,WESTERN,AUGUSTA,49,170.8,67.4,"(41.89955814, -87.68681288)"
6027,8391,WESTERN,DIVISION,49,522.6,300.9,"(41.902935, -87.686968)"
6028,8392,WESTERN,POTOMAC,49,74.0,43.8,"(41.90471188, -87.68693389)"
6029,8394,WESTERN,LE MOYNE,49,143.7,91.4,"(41.90841691, -87.68704598)"
6030,8396,WESTERN,WABANSIA (north leg),49,37.8,25.2,"(41.9124886, -87.68716051)"
6031,8399,WESTERN,MILWAUKEE,49,453.8,303.3,"(41.91652785, -87.68723812)"
6032,8400,WESTERN,ARMITAGE,49,328.2,190.3,"(41.91746248, -87.68728053)"
6033,8401,WESTERN,CHARLESTON (south leg),49,52.5,48.4,"(41.91978679, -87.68735325)"
6034,8402,WESTERN,PALMER (north leg),49,32.1,92.6,"(41.92179039, -87.68741663)"
6035,8404,WESTERN,BELDEN,49,26.4,91.2,"(41.92328978, -87.68746166)"
6036,8406,WESTERN,ALTGELD (south leg),49,9.4,23.3,"(41.92630433, -87.68755359)"
6037,8407,WESTERN,JONES,49,51.9,325.6,"(41.92928617, -87.68764771)"
6038,8408,WESTERN,SCHUBERT,49,73.0,118.7,"(41.93024132, -87.68770221)"
6039,8409,WESTERN,ELSTON/DIVERSEY,49,253.1,265.0,"(41.93193967, -87.68775933)"
6040,8410,WESTERN,GEORGE,49,32.9,38.6,"(41.93390165, -87.68780614)"
6041,8412,WESTERN,BARRY,49,9.7,70.8,"(41.93747124, -87.68783945)"
6042,8414,WESTERN,SCHOOL,49,24.6,46.3,"(41.94115708, -87.68791277)"
6043,8415,WESTERN,ROSCOE,49,174.3,200.5,"(41.94294291, -87.68800704)"
6044,8416,WESTERN,CORNELIA,49,107.0,175.7,"(41.94475437, -87.68806329)"
6045,8417,WESTERN,ADDISON,49,289.9,192.4,"(41.94659346, -87.68810852)"
6046,8418,WESTERN,WAVELAND,49,11.9,25.2,"(41.948469, -87.68823)"
6047,8419,WESTERN,GRACE,49,27.3,39.1,"(41.95029151, -87.68821429)"
6048,8420,WESTERN,BYRON,49,6.4,18.0,"(41.952111, -87.688336)"
6049,8421,WESTERN,IRVING PARK,49,154.1,312.8,"(41.9538837, -87.68833392)"
6050,8422,WESTERN,BELLE PLAINE,49,33.4,21.4,"(41.955734, -87.68838815)"
6051,8423,WESTERN,BERTEAU,49,15.6,21.3,"(41.95755401, -87.688442)"
6052,8424,WESTERN,CULLOM,49,16.3,43.2,"(41.959406, -87.688556)"
6053,8427,WESTERN,WILSON,49,6.3,101.9,"(41.96477771, -87.68864154)"
6054,8428,79TH & WESTERN,TERMINAL (South bay),49A,174.8,0.0,"(41.75065165, -87.68263149)"
6055,8429,WESTERN,79TH STREET,49A,0.0,0.0,"(41.75028113, -87.68298345)"
6056,8431,WESTERN,81ST STREET,49A,2.4,1.7,"(41.746582, -87.682862)"
6057,8432,WESTERN,82ND PLACE,49A,2.0,1.1,"(41.74473315, -87.68285662)"
6058,8433,WESTERN,83RD STREET,49A,8.1,5.6,"(41.742935, -87.682792)"
6059,8434,WESTERN,84TH STREET,49A,0.0,0.0,"(41.741143, -87.68272)"
6060,8437,WESTERN,87TH STREET,49A,19.9,18.9,"(41.735755, -87.682648)"
6061,8439,WESTERN,89TH STREET,"48,49A",0.5,0.1,"(41.73213446, -87.68259413)"
6062,8440,WESTERN,90TH STREET,"48,49A",0.2,2.1,"(41.7300416, -87.68255134)"
6063,8441,WESTERN,91ST STREET,"48,49A",1.4,7.9,"(41.7283236, -87.68248233)"
6064,8442,WESTERN,92ND STREET,"48,49A",0.1,1.2,"(41.7262766, -87.68241633)"
6065,8443,WESTERN,93RD STREET,"48,49A",0.0,0.2,"(41.7244686, -87.68234933)"
6066,8444,WESTERN,94TH STREET,"48,49A",2.5,40.8,"(41.7228243, -87.68225009)"
6067,8446,WESTERN,99TH STREET,49A,1.5,2.8,"(41.71381046, -87.68200628)"
6068,8447,WESTERN,100TH STREET,49A,1.8,2.7,"(41.712017, -87.681885)"
6069,8448,WESTERN,101ST STREET,49A,0.4,1.2,"(41.71011078, -87.68186062)"
6070,8449,WESTERN,102ND STREET,49A,8.2,9.8,"(41.708337, -87.68177)"
6071,8451,WESTERN,104TH STREET,49A,1.2,1.7,"(41.704678, -87.681648)"
6072,8453,WESTERN,106TH STREET,49A,0.0,1.0,"(41.701082, -87.681527)"
6073,8455,WESTERN,108TH STREET,49A,0.1,1.4,"(41.69743, -87.68143)"
6074,8456,WESTERN,109TH STREET,49A,0.7,7.4,"(41.6955499, -87.68141151)"
6075,8457,WESTERN,110TH STREET,49A,9.9,14.7,"(41.69370616, -87.68133644)"
6076,8459,WESTERN,112TH STREET,49A,0.4,0.8,"(41.68988014, -87.6812233)"
6077,8460,WESTERN,113TH STREET,49A,0.4,2.4,"(41.688272, -87.681148)"
6078,8461,WESTERN,114TH STREET,49A,0.0,2.2,"(41.686517, -87.681095)"
6079,8462,WESTERN,115TH STREET,49A,0.3,2.2,"(41.684697, -87.681035)"
6080,8463,WESTERN,116TH STREET,49A,0.0,1.6,"(41.682948, -87.680983)"
6081,8464,WESTERN,117TH STREET,49A,1.7,8.5,"(41.681053, -87.680908)"
6082,8465,WESTERN,118TH STREET,49A,6.1,18.9,"(41.679248, -87.68087)"
6083,8466,WESTERN,119TH STREET,49A,6.5,13.0,"(41.67689853, -87.68080085)"
6084,8467,WESTERN,120TH STREET,49A,0.8,1.6,"(41.67555763, -87.6807605)"
6085,8468,WESTERN,121ST STREET,49A,1.8,3.4,"(41.6736013, -87.68072057)"
6086,8469,WESTERN,122ND STREET,49A,1.5,3.9,"(41.6717713, -87.68065957)"
6087,8470,WESTERN,123RD STREET,49A,1.5,6.0,"(41.66994732, -87.6804678)"
6088,8471,WESTERN,ORCHARD,49A,0.8,4.3,"(41.668323, -87.68051)"
6089,8472,WESTERN,COCHRAN,49A,0.6,5.4,"(41.66648, -87.680413)"
6090,8473,WESTERN,BIRDSALL,49A,0.6,6.9,"(41.664655, -87.680363)"
6091,8474,WESTERN,127TH STREET,49A,0.8,20.1,"(41.66379046, -87.68040691)"
6092,8475,WESTERN,OAK,49A,0.3,6.3,"(41.660992, -87.680163)"
6093,8476,WESTERN,UNION,49A,0.3,5.6,"(41.65897918, -87.68017191)"
6094,8477,WESTERN,YORK,49A,0.8,15.0,"(41.657313, -87.680145)"
6095,8478,WESTERN,VERMONT,49A,0.9,12.7,"(41.655387, -87.680135)"
6096,8479,WESTERN,13426 SOUTH,49A,14.4,23.4,"(41.64867343, -87.68045305)"
6097,8480,E FRONTAGE,DESPLAINES,49A,5.9,0.2,"(41.648852, -87.67982)"
6098,8481,GREGORY,YORK,49A,20.7,2.9,"(41.657065, -87.678137)"
6099,8482,GREGORY,UNION,49A,3.8,0.1,"(41.658947, -87.678215)"
6100,8483,GREGORY,WALNUT,49A,23.5,1.0,"(41.66004228, -87.67830714)"
6101,8484,127TH STREET,WESTERN,49A,7.9,1.1,"(41.662785, -87.679882)"
6102,8485,WESTERN,VERNON,49A,1.6,0.0,"(41.66459, -87.680202)"
6103,8486,WESTERN,COLLINS,49A,7.6,1.0,"(41.666592, -87.68027)"
6104,8489,WESTERN,122ND STREET,49A,5.3,1.9,"(41.671582, -87.680445)"
6105,8490,WESTERN,121ST STREET,49A,0.7,0.2,"(41.673363, -87.680483)"
6106,8491,WESTERN,120TH STREET,49A,1.2,1.6,"(41.675247, -87.680553)"
6107,8493,WESTERN,119TH STREET,49A,22.8,10.8,"(41.67765525, -87.68031416)"
6108,8494,WESTERN,118TH STREET,49A,19.3,0.9,"(41.678815, -87.680635)"
6109,8495,WESTERN,117TH STREET,49A,1.2,0.5,"(41.680895, -87.680708)"
6110,8496,WESTERN,116TH STREET,49A,2.8,0.9,"(41.68281, -87.68077)"
6111,8498,WESTERN,114TH STREET,49A,1.1,0.5,"(41.685928, -87.680872)"
6112,8499,WESTERN,113TH STREET,49A,1.3,0.4,"(41.68800771, -87.68090391)"
6113,8500,WESTERN,112TH STREET,49A,2.7,3.0,"(41.689633, -87.680972)"
6114,8502,WESTERN,110TH STREET,49A,1.0,1.6,"(41.69388151, -87.68109476)"
6115,8504,WESTERN,108TH STREET,49A,1.7,0.4,"(41.697157, -87.68123)"
6116,8506,WESTERN,106TH STREET,49A,0.8,0.2,"(41.700713, -87.681327)"
6117,8508,WESTERN,104TH STREET,49A,1.7,1.9,"(41.704402, -87.681453)"
6118,8510,WESTERN,102ND STREET,49A,1.3,1.2,"(41.708035, -87.681557)"
6119,8512,WESTERN,100TH STREET,49A,0.7,1.2,"(41.711693, -87.681667)"
6120,8513,WESTERN,99TH STREET,49A,3.7,3.0,"(41.71358609, -87.68163564)"
6121,8514,WESTERN,98TH STREET,49A,1.2,1.7,"(41.71536412, -87.68167184)"
6122,8516,WESTERN,96TH STREET,49A,3.9,6.4,"(41.7190635, -87.68187107)"
6123,8518,WESTERN,94TH STREET,"48,49A",3.1,0.7,"(41.72267018, -87.68202421)"
6124,8519,WESTERN,93RD STREET,"48,49A",3.1,0.7,"(41.72439437, -87.68205934)"
6125,8520,WESTERN,92ND STREET,"48,49A",0.4,0.4,"(41.72632809, -87.68212308)"
6126,8521,WESTERN,91ST STREET,"48,49A",8.1,4.2,"(41.72798109, -87.68217708)"
6127,8523,WESTERN,89TH STREET,"48,49A",0.0,0.2,"(41.73173796, -87.68226456)"
6128,8525,WESTERN,87TH STREET,"48,49A",24.8,40.0,"(41.73517096, -87.68236256)"
6129,8528,WESTERN,84TH STREET,49A,0.6,0.0,"(41.740858, -87.682533)"
6130,8530,WESTERN,82ND STREET,49A,0.4,0.2,"(41.744218, -87.6826)"
6131,8531,WESTERN,81ST STREET,49A,0.1,1.0,"(41.746345, -87.682638)"
6132,8532,WESTERN,80TH STREET,49A,1.6,3.2,"(41.748167, -87.682707)"
6133,8533,WESTERN,79TH STREET,49A,0.6,22.1,"(41.749915, -87.682748)"
6134,8534,HARLEM,BLUE LINE STATION,64,50.1,35.9,"(41.981849, -87.808455)"
6135,8535,HARLEM,HIGGINS,"64,90",169.9,2.6,"(41.98078714, -87.80713047)"
6136,8536,HARLEM,RASCHER,"64,90",32.0,6.2,"(41.97873, -87.807075)"
6137,8537,HARLEM,SUMMERDALE (south leg),"64,90",14.3,7.9,"(41.97723909, -87.80709093)"
6138,8538,HARLEM,FARRAGUT,"64,90",11.8,27.7,"(41.976308, -87.8071)"
6139,8539,HARLEM,FOSTER (south leg),"64,90",107.9,39.6,"(41.974631, -87.807153)"
6140,8540,FOSTER,OCTAVIA,64,0.0,2.1,"(41.97455239, -87.80942061)"
6141,8541,FOSTER,ODELL,64,29.2,18.4,"(41.97452339, -87.81062762)"
6142,8542,FOSTER,OKETO,64,3.7,10.2,"(41.97446339, -87.81195762)"
6143,8543,FOSTER,OSCEOLA,64,4.1,0.7,"(41.97444039, -87.81313462)"
6144,8544,FOSTER,OLCOTT,64,1.0,8.8,"(41.97439539, -87.81433262)"
6145,8545,FOSTER,ORIOLE,64,9.2,20.9,"(41.97435917, -87.81686222)"
6146,8546,FOSTER,OVERHILL,64,23.5,32.0,"(41.97426289, -87.81927264)"
6147,8547,FOSTER,OZANAM,64,4.4,11.2,"(41.97417782, -87.82170742)"
6148,8548,FOSTER,CANFIELD,64,9.2,25.0,"(41.97412195, -87.82463866)"
6149,8549,CANFIELD,BERWYN,64,3.2,0.0,"(41.975823, -87.824391)"
6150,8550,CANFIELD,BALMORAL,64,0.0,0.0,"(41.977629, -87.824129)"
6151,8551,CANFIELD,CATALPA,64,0.0,0.0,"(41.979452, -87.823905)"
6152,8552,CANFIELD,BRYN MAWR,64,33.1,14.5,"(41.981277, -87.823662)"
6153,8557,HIGGINS,BRYN MAWR,64,0.0,3.4,"(41.982033, -87.814043)"
6154,8558,HIGGINS,OCTAVIA,64,0.0,0.0,"(41.981723, -87.809901)"
6155,8559,CUMBERLAND,BLUE LINE STATION,69,189.6,0.4,"(41.98372673, -87.83911972)"
6156,8560,CUMBERLAND,CATALPA,"69,81W",66.1,63.6,"(41.97922905, -87.83674106)"
6157,8561,CUMBERLAND,BRYN MAWR SERVICE DRIVE,"69,81W",12.7,24.8,"(41.97942, -87.836438)"
6158,8562,CUMBERLAND,CATHERINE,"69,81W",13.6,5.5,"(41.977281, -87.836675)"
6159,8563,CUMBERLAND,CATHERINE,"69,81W",26.5,35.7,"(41.97713, -87.836529)"
6160,8564,CUMBERLAND,BERWYN,"69,81W",11.3,18.8,"(41.975763, -87.836687)"
6161,8565,CUMBERLAND,BERWYN,"69,81W",10.7,23.5,"(41.975598, -87.836541)"
6162,8566,CUMBERLAND,FOSTER,"69,81W",46.7,24.9,"(41.97382, -87.836837)"
6163,8567,CUMBERLAND,FOSTER,"69,81W",24.2,37.7,"(41.97389599, -87.83643917)"
6164,8568,CUMBERLAND,ARGYLE,"69,81W",9.4,11.6,"(41.970324, -87.83671)"
6165,8569,CUMBERLAND,ARGYLE,"69,81W",8.5,14.3,"(41.97016688, -87.8365123)"
6166,8570,CUMBERLAND,AINSLIE,"69,81W",7.2,20.5,"(41.9684881, -87.83679061)"
6167,8571,CUMBERLAND,AINSLIE,"69,81W",9.7,2.3,"(41.96831462, -87.83659368)"
6168,8572,CUMBERLAND,LAWRENCE,69,14.9,6.5,"(41.96675324, -87.83683553)"
6169,8573,CUMBERLAND,LAWRENCE,69,7.3,4.0,"(41.96687089, -87.83654091)"
6170,8574,LAWRENCE,CHESTER,69,2.1,0.4,"(41.9666926, -87.83899323)"
6171,8575,LAWRENCE,CHESTER (MARIA CT.EB/FS),69,2.9,6.5,"(41.96643918, -87.83920144)"
6172,8576,LAWRENCE,DELPHIA,69,1.6,0.2,"(41.96663038, -87.84150374)"
6173,8577,LAWRENCE,DELPHIA,69,0.4,1.3,"(41.96638235, -87.84180735)"
6174,8578,LAWRENCE,KNIGHT,69,4.9,1.0,"(41.96656947, -87.84392564)"
6175,8579,LAWRENCE,OAKVIEW,69,0.3,1.8,"(41.96635355, -87.84400205)"
6176,8580,LAWRENCE,EAST RIVER RD,69,3.7,1.0,"(41.96660773, -87.8463169)"
6177,8581,LAWRENCE,EAST RIVER RD,69,1.0,5.0,"(41.96628915, -87.84606577)"
6178,8582,EAST RIVER RD,AINSLIE,69,0.0,0.0,"(41.96809926, -87.84630803)"
6179,8583,EAST RIVER RD,AINSLIE,69,0.2,0.2,"(41.96824099, -87.84664758)"
6180,8584,EAST RIVER RD,ARGYLE,69,3.8,1.2,"(41.96999826, -87.84633903)"
6181,8585,EAST RIVER RD,ARGYLE,69,0.1,2.4,"(41.97020199, -87.84662757)"
6182,8586,EAST RIVER RD,CARMEN,69,11.8,2.4,"(41.97127129, -87.84633406)"
6183,8587,EAST RIVER RD,CARMEN,69,0.8,3.2,"(41.97130272, -87.84658292)"
6184,8588,EAST RIVER RD,FOSTER,69,22.9,5.6,"(41.973622, -87.846405)"
6185,8589,EAST RIVER RD,FOSTER,69,4.0,20.1,"(41.973774, -87.846551)"
6186,8590,EAST RIVER RD,BERWYN,69,27.1,2.6,"(41.974865, -87.846407)"
6187,8591,EAST RIVER RD,BERWYN,69,3.7,16.1,"(41.975017, -87.846553)"
6188,8592,EAST RIVER RD,EVELYN LANE,69,12.3,3.3,"(41.97672168, -87.84636946)"
6189,8593,EAST RIVER RD,EVELYN LANE,69,0.5,6.4,"(41.9768211, -87.84655049)"
6190,8594,PAVILION,5441 BUILDING,69,88.0,8.5,"(41.97841432, -87.8429221)"
6191,8595,PAVILION,5441 BUILDING,69,9.5,71.4,"(41.97852497, -87.84299182)"
6192,8596,DELPHIA,CATALPA,69,11.4,1.1,"(41.97942, -87.841474)"
6193,8597,DELPHIA,CATALPA,69,0.5,9.4,"(41.979315, -87.841559)"
6194,8598,DELPHIA,BRYN MAWR,69,5.6,1.7,"(41.980882, -87.841454)"
6195,8599,DELPHIA,BRYN MAWR,69,0.4,2.5,"(41.98094895, -87.8415783)"
6196,8600,BRYN MAWR,CHESTER,69,0.8,1.6,"(41.981024, -87.839159)"
6197,8601,BRYN MAWR,CHESTER,69,2.3,0.5,"(41.98115737, -87.83897127)"
6198,8602,BRYN MAWR SERV,GREGORY,69,0.4,2.7,"(41.980132, -87.837007)"
6199,8603,BRYN MAWR SERV,GREGORY,69,1.3,0.0,"(41.980314, -87.837184)"
6200,8604,INDIANA,18TH STREET,129,0.0,5.0,"(41.85802997, -87.62247902)"
6201,8605,RANDOLPH,CLARK,129,2.5,29.7,"(41.884536, -87.630755)"
6202,8606,RANDOLPH,WELLS,129,1.0,26.3,"(41.884525, -87.634182)"
6203,8607,RANDOLPH,N. WACKER,129,0.4,49.7,"(41.884519, -87.636677)"
6204,8608,POLK,DEARBORN,129,3.1,9.7,"(41.872218, -87.629236)"
6205,8609,INDIANA,18TH STREET,129,1.4,0.6,"(41.85802554, -87.62218471)"
6206,8613,COLUMBUS,RANDOLPH,20,43.6,66.2,"(41.884688, -87.620796)"
6207,8614,BROADWAY,HOLLYWOOD,36,86.8,40.5,"(41.985508, -87.660241)"
6208,8615,ASHLAND,CATALPA,50,74.8,1.5,"(41.981756, -87.669863)"
6209,8616,ASHLAND,BALMORAL,50,35.6,1.1,"(41.97991834, -87.66984583)"
6210,8617,ASHLAND,BERWYN,50,41.7,3.4,"(41.978092, -87.669764)"
6211,8618,ASHLAND,FOSTER,50,100.1,10.9,"(41.976266, -87.669732)"
6212,8619,DAMEN,FOSTER,50,302.6,73.9,"(41.97585693, -87.67949793)"
6213,8620,ASHLAND,FOSTER,50,5.7,102.5,"(41.97640854, -87.66948886)"
6214,8621,ASHLAND,BERWYN,50,2.0,51.1,"(41.977902, -87.669574)"
6215,8622,ASHLAND,BALMORAL,50,0.8,53.2,"(41.97972141, -87.66958082)"
6216,8623,ASHLAND,CATALPA,50,0.5,102.0,"(41.981569, -87.669653)"
6217,8625,CANFIELD,GREGORY,64,8.3,0.0,"(41.980388, -87.823749)"
